Item ID,Item Name,Description,Price,Category,Calories,Option 1 Name,Option 1 Additional Price,Option 2 Name,Option 2 Additional Price,Availability Status
437,Chocolate Lava Cake,A hearty burger with a plant-based patty and fresh toppings,15.89,Beverage,418,Avocado,2.37,Extra Cheese,0.52,Available
438,Margherita Pizza,Creamy matcha tea blend with milk and ice,8.91,Main Course,296,Chicken Strips,2.77,Almond Milk,2.1,Not Available
439,Veggie Burger,Creamy matcha tea blend with milk and ice,6.48,Dessert,661,,,Avocado,1.45,Not Available
440,Chocolate Lava Cake,Warm chocolate cake with a molten chocolate center,11.68,Beverage,784,,,,,Not Available
441,Iced Matcha Latte,A hearty burger with a plant-based patty and fresh toppings,16.68,Dessert,305,Almond Milk,2.92,,,Available
442,Margherita Pizza,"Romaine lettuce with Caesar dressing, croutons, and parmesan",8.74,Main Course,245,,,,,Not Available
443,Chocolate Lava Cake,"Romaine lettuce with Caesar dressing, croutons, and parmesan",14.67,Beverage,617,,,Vanilla Ice Cream,1.93,Available
444,Veggie Burger,"Classic pizza with fresh mozzarella, tomatoes, and basil",14.84,Main Course,660,,,Avocado,0.65,Available
445,Iced Matcha Latte,Creamy matcha tea blend with milk and ice,18.89,Main Course,207,Chicken Strips,1.13,,,Not Available
446,Caesar Salad,Creamy matcha tea blend with milk and ice,13.48,Main Course,545,,,Vanilla Ice Cream,1.1,Available
447,Caesar Salad,"Romaine lettuce with Caesar dressing, croutons, and parmesan",14.27,Beverage,495,,,Almond Milk,2.22,Not Available
448,Caesar Salad,Creamy matcha tea blend with milk and ice,7.73,Beverage,273,,,Avocado,1.7,Not Available
449,Iced Matcha Latte,Creamy matcha tea blend with milk and ice,12.16,Appetizer,490,Almond Milk,1.09,Extra Cheese,0.69,Not Available
450,Chocolate Lava Cake,"Romaine lettuce with Caesar dressing, croutons, and parmesan",6.57,Main Course,321,Chicken Strips,2.11,,,Available
451,Margherita Pizza,A hearty burger with a plant-based patty and fresh toppings,5.24,Dessert,489,Vanilla Ice Cream,1.3,Chicken Strips,2.81,Available
452,Chocolate Lava Cake,"Classic pizza with fresh mozzarella, tomatoes, and basil",9.14,Appetizer,324,Almond Milk,2.42,Chicken Strips,1.22,Available
453,Margherita Pizza,"Romaine lettuce with Caesar dressing, croutons, and parmesan",7.93,Dessert,246,Chicken Strips,2.43,Extra Cheese,1.12,Not Available
454,Margherita Pizza,"Classic pizza with fresh mozzarella, tomatoes, and basil",11.36,Dessert,261,,,,,Not Available
455,Iced Matcha Latte,A hearty burger with a plant-based patty and fresh toppings,14.85,Main Course,229,,,Almond Milk,1.38,Not Available
456,Margherita Pizza,"Classic pizza with fresh mozzarella, tomatoes, and basil",11.9,Beverage,643,Avocado,2.79,Vanilla Ice Cream,1.74,Available
457,Chocolate Lava Cake,"Romaine lettuce with Caesar dressing, croutons, and parmesan",15.95,Appetizer,770,,,,,Available
458,Caesar Salad,"Romaine lettuce with Caesar dressing, croutons, and parmesan",16.21,Dessert,735,,,,,Available
459,Caesar Salad,A hearty burger with a plant-based patty and fresh toppings,19.46,Main Course,310,,,,,Available
460,Chocolate Lava Cake,"Romaine lettuce with Caesar dressing, croutons, and parmesan",7.51,Appetizer,492,,,Vanilla Ice Cream,2.73,Not Available
461,Iced Matcha Latte,A hearty burger with a plant-based patty and fresh toppings,7.81,Appetizer,286,Chicken Strips,2.63,Chicken Strips,1.99,Available
462,Chocolate Lava Cake,A hearty burger with a plant-based patty and fresh toppings,9.7,Main Course,373,Almond Milk,2.7,,,Available
463,Iced Matcha Latte,"Romaine lettuce with Caesar dressing, croutons, and parmesan",12.58,Main Course,284,,,,,Not Available
464,Chocolate Lava Cake,"Classic pizza with fresh mozzarella, tomatoes, and basil",14.18,Beverage,690,,,Chicken Strips,2.85,Available
465,Margherita Pizza,Warm chocolate cake with a molten chocolate center,18.58,Appetizer,114,Vanilla Ice Cream,1.13,,,Available
466,Caesar Salad,"Classic pizza with fresh mozzarella, tomatoes, and basil",15.83,Main Course,754,,,,,Available
467,Iced Matcha Latte,"Romaine lettuce with Caesar dressing, croutons, and parmesan",13.68,Appetizer,332,,,,,Available
468,Veggie Burger,Warm chocolate cake with a molten chocolate center,6.88,Main Course,247,Extra Cheese,2.48,,,Not Available
469,Margherita Pizza,"Classic pizza with fresh mozzarella, tomatoes, and basil",16.49,Dessert,464,Avocado,2.74,,,Not Available
470,Caesar Salad,A hearty burger with a plant-based patty and fresh toppings,13.61,Dessert,383,,,,,Available
471,Margherita Pizza,"Romaine lettuce with Caesar dressing, croutons, and parmesan",15.3,Dessert,165,,,Avocado,1.67,Not Available
472,Iced Matcha Latte,Creamy matcha tea blend with milk and ice,9.4,Main Course,104,,,,,Available
473,Margherita Pizza,"Classic pizza with fresh mozzarella, tomatoes, and basil",15.91,Beverage,303,,,,,Available
474,Caesar Salad,A hearty burger with a plant-based patty and fresh toppings,13.13,Dessert,478,Avocado,2.28,,,Not Available
475,Iced Matcha Latte,Creamy matcha tea blend with milk and ice,9.21,Beverage,326,,,,,Not Available
476,Margherita Pizza,"Romaine lettuce with Caesar dressing, croutons, and parmesan",19.22,Main Course,734,,,,,Not Available
477,Caesar Salad,Creamy matcha tea blend with milk and ice,16.04,Appetizer,294,Vanilla Ice Cream,2.5,Avocado,1.95,Available
478,Margherita Pizza,"Classic pizza with fresh mozzarella, tomatoes, and basil",18.8,Beverage,597,,,Vanilla Ice Cream,1.58,Available
479,Iced Matcha Latte,Creamy matcha tea blend with milk and ice,19.32,Appetizer,697,,,,,Available
480,Margherita Pizza,"Classic pizza with fresh mozzarella, tomatoes, and basil",6.79,Main Course,321,,,Chicken Strips,2.17,Not Available
481,Chocolate Lava Cake,A hearty burger with a plant-based patty and fresh toppings,6.17,Main Course,657,Extra Cheese,2.27,,,Not Available
482,Iced Matcha Latte,A hearty burger with a plant-based patty and fresh toppings,9.31,Dessert,632,,,,,Not Available
483,Caesar Salad,A hearty burger with a plant-based patty and fresh toppings,5.31,Appetizer,124,,,Chicken Strips,2.45,Available
484,Caesar Salad,"Classic pizza with fresh mozzarella, tomatoes, and basil",5.85,Main Course,188,Almond Milk,1.21,,,Not Available
485,Iced Matcha Latte,"Classic pizza with fresh mozzarella, tomatoes, and basil",13.36,Main Course,267,Avocado,2.68,Almond Milk,2.59,Available
486,Caesar Salad,"Classic pizza with fresh mozzarella, tomatoes, and basil",9.27,Beverage,331,,,Avocado,1.49,Available
487,Veggie Burger,Warm chocolate cake with a molten chocolate center,11.23,Appetizer,793,Avocado,1.46,,,Not Available
488,Iced Matcha Latte,"Romaine lettuce with Caesar dressing, croutons, and parmesan",15.31,Main Course,381,Vanilla Ice Cream,1.94,,,Not Available
489,Chocolate Lava Cake,A hearty burger with a plant-based patty and fresh toppings,7.25,Beverage,619,,,,,Not Available
490,Iced Matcha Latte,Creamy matcha tea blend with milk and ice,13.55,Appetizer,188,Chicken Strips,2.7,Chicken Strips,2.17,Available
491,Caesar Salad,Warm chocolate cake with a molten chocolate center,8.52,Beverage,636,Vanilla Ice Cream,1.36,,,Available
492,Chocolate Lava Cake,Creamy matcha tea blend with milk and ice,13.17,Dessert,217,,,Extra Cheese,1.12,Available
493,Iced Matcha Latte,Creamy matcha tea blend with milk and ice,7.57,Dessert,710,Extra Cheese,0.93,,,Available
494,Veggie Burger,"Classic pizza with fresh mozzarella, tomatoes, and basil",13.77,Dessert,307,,,,,Available
495,Chocolate Lava Cake,A hearty burger with a plant-based patty and fresh toppings,15.31,Beverage,358,,,Almond Milk,2.21,Not Available
496,Margherita Pizza,"Romaine lettuce with Caesar dressing, croutons, and parmesan",7.84,Main Course,124,Extra Cheese,2.68,,,Not Available
497,Margherita Pizza,A hearty burger with a plant-based patty and fresh toppings,16.72,Appetizer,344,Avocado,2.45,Chicken Strips,0.73,Available
498,Chocolate Lava Cake,"Classic pizza with fresh mozzarella, tomatoes, and basil",14.4,Beverage,674,Extra Cheese,0.78,Almond Milk,2.0,Available
499,Margherita Pizza,A hearty burger with a plant-based patty and fresh toppings,13.18,Main Course,294,,,Extra Cheese,0.81,Not Available
500,Margherita Pizza,"Classic pizza with fresh mozzarella, tomatoes, and basil",6.35,Main Course,502,,,,,Not Available
501,Veggie Burger,"Romaine lettuce with Caesar dressing, croutons, and parmesan",6.72,Main Course,671,,,Vanilla Ice Cream,0.69,Available
502,Caesar Salad,"Romaine lettuce with Caesar dressing, croutons, and parmesan",18.02,Main Course,525,,,,,Not Available
503,Chocolate Lava Cake,"Romaine lettuce with Caesar dressing, croutons, and parmesan",17.86,Beverage,311,Avocado,0.56,Avocado,1.4,Not Available
504,Chocolate Lava Cake,A hearty burger with a plant-based patty and fresh toppings,7.7,Beverage,577,Avocado,1.56,Avocado,2.33,Available
505,Iced Matcha Latte,"Romaine lettuce with Caesar dressing, croutons, and parmesan",6.24,Appetizer,247,,,Avocado,2.45,Available
506,Veggie Burger,"Classic pizza with fresh mozzarella, tomatoes, and basil",11.35,Beverage,453,,,Almond Milk,1.33,Available
507,Iced Matcha Latte,"Classic pizza with fresh mozzarella, tomatoes, and basil",17.2,Appetizer,693,,,Extra Cheese,0.56,Available
508,Caesar Salad,"Romaine lettuce with Caesar dressing, croutons, and parmesan",15.27,Beverage,362,,,Vanilla Ice Cream,2.12,Available
509,Iced Matcha Latte,Creamy matcha tea blend with milk and ice,12.92,Main Course,434,,,,,Not Available
510,Chocolate Lava Cake,Creamy matcha tea blend with milk and ice,14.98,Dessert,728,Extra Cheese,2.93,Avocado,1.3,Not Available
511,Caesar Salad,Creamy matcha tea blend with milk and ice,11.28,Main Course,348,,,,,Not Available
512,Chocolate Lava Cake,A hearty burger with a plant-based patty and fresh toppings,19.59,Main Course,608,Vanilla Ice Cream,2.4,Avocado,1.35,Available
513,Iced Matcha Latte,"Classic pizza with fresh mozzarella, tomatoes, and basil",13.26,Main Course,108,Almond Milk,2.94,Avocado,2.19,Not Available
514,Margherita Pizza,"Romaine lettuce with Caesar dressing, croutons, and parmesan",11.28,Main Course,376,,,Extra Cheese,0.8,Available
515,Margherita Pizza,Warm chocolate cake with a molten chocolate center,18.55,Main Course,692,Extra Cheese,1.41,Almond Milk,0.85,Not Available
516,Caesar Salad,Creamy matcha tea blend with milk and ice,13.59,Dessert,339,Extra Cheese,1.56,,,Available
517,Iced Matcha Latte,Creamy matcha tea blend with milk and ice,12.65,Appetizer,593,Avocado,1.4,Avocado,1.25,Not Available
518,Chocolate Lava Cake,Creamy matcha tea blend with milk and ice,17.27,Main Course,243,,,,,Available
519,Caesar Salad,Warm chocolate cake with a molten chocolate center,11.52,Beverage,245,,,Chicken Strips,1.11,Not Available
520,Margherita Pizza,Creamy matcha tea blend with milk and ice,12.78,Appetizer,435,Avocado,2.62,,,Not Available
521,Caesar Salad,"Romaine lettuce with Caesar dressing, croutons, and parmesan",14.67,Appetizer,325,,,Avocado,1.96,Not Available
522,Veggie Burger,Creamy matcha tea blend with milk and ice,6.63,Main Course,772,Extra Cheese,0.6,Extra Cheese,2.03,Available
523,Margherita Pizza,A hearty burger with a plant-based patty and fresh toppings,18.0,Main Course,544,,,Vanilla Ice Cream,1.46,Not Available
524,Margherita Pizza,Creamy matcha tea blend with milk and ice,16.93,Beverage,691,,,Vanilla Ice Cream,0.76,Not Available
525,Veggie Burger,Creamy matcha tea blend with milk and ice,14.19,Dessert,379,Avocado,2.58,,,Available
526,Chocolate Lava Cake,A hearty burger with a plant-based patty and fresh toppings,13.27,Dessert,403,Chicken Strips,2.42,Avocado,2.93,Not Available
527,Chocolate Lava Cake,"Romaine lettuce with Caesar dressing, croutons, and parmesan",15.79,Main Course,530,Almond Milk,0.93,Avocado,2.08,Available
528,Margherita Pizza,A hearty burger with a plant-based patty and fresh toppings,14.16,Appetizer,606,,,,,Available
529,Margherita Pizza,Warm chocolate cake with a molten chocolate center,17.03,Main Course,104,Almond Milk,2.8,,,Available
530,Caesar Salad,A hearty burger with a plant-based patty and fresh toppings,8.7,Main Course,235,,,,,Not Available
531,Chocolate Lava Cake,Warm chocolate cake with a molten chocolate center,10.72,Dessert,264,,,Chicken Strips,2.16,Available
532,Caesar Salad,A hearty burger with a plant-based patty and fresh toppings,8.26,Beverage,614,Avocado,2.21,Vanilla Ice Cream,0.62,Available
533,Veggie Burger,Creamy matcha tea blend with milk and ice,12.45,Dessert,461,,,,,Not Available
534,Margherita Pizza,Warm chocolate cake with a molten chocolate center,6.24,Main Course,361,,,Extra Cheese,1.64,Not Available
535,Veggie Burger,A hearty burger with a plant-based patty and fresh toppings,15.69,Dessert,515,,,,,Available
536,Caesar Salad,Creamy matcha tea blend with milk and ice,11.45,Appetizer,194,Avocado,2.5,,,Available
537,Iced Matcha Latte,A hearty burger with a plant-based patty and fresh toppings,14.84,Dessert,207,,,Almond Milk,1.49,Not Available
538,Margherita Pizza,Creamy matcha tea blend with milk and ice,15.07,Appetizer,351,Avocado,0.51,Chicken Strips,0.78,Not Available
539,Chocolate Lava Cake,"Romaine lettuce with Caesar dressing, croutons, and parmesan",12.21,Appetizer,743,,,Almond Milk,2.01,Not Available
540,Caesar Salad,"Classic pizza with fresh mozzarella, tomatoes, and basil",10.55,Beverage,627,Extra Cheese,2.16,Vanilla Ice Cream,2.46,Available
541,Iced Matcha Latte,Creamy matcha tea blend with milk and ice,12.35,Main Course,406,Chicken Strips,2.81,Avocado,2.87,Not Available
542,Veggie Burger,"Romaine lettuce with Caesar dressing, croutons, and parmesan",10.17,Main Course,140,Vanilla Ice Cream,2.35,Extra Cheese,1.17,Available
543,Veggie Burger,A hearty burger with a plant-based patty and fresh toppings,14.04,Main Course,265,,,,,Available
544,Iced Matcha Latte,Warm chocolate cake with a molten chocolate center,15.02,Main Course,702,,,Chicken Strips,2.72,Available
545,Caesar Salad,Warm chocolate cake with a molten chocolate center,13.15,Dessert,365,,,Vanilla Ice Cream,2.42,Available
546,Chocolate Lava Cake,Warm chocolate cake with a molten chocolate center,9.92,Main Course,426,,,Avocado,2.43,Not Available
547,Caesar Salad,A hearty burger with a plant-based patty and fresh toppings,11.95,Dessert,659,,,Almond Milk,2.61,Not Available
548,Chocolate Lava Cake,"Romaine lettuce with Caesar dressing, croutons, and parmesan",11.27,Appetizer,199,,,,,Available
549,Chocolate Lava Cake,"Classic pizza with fresh mozzarella, tomatoes, and basil",7.1,Beverage,590,Vanilla Ice Cream,1.54,Avocado,2.53,Not Available
550,Chocolate Lava Cake,Creamy matcha tea blend with milk and ice,14.42,Main Course,573,,,Chicken Strips,2.71,Not Available
551,Chocolate Lava Cake,"Classic pizza with fresh mozzarella, tomatoes, and basil",5.49,Main Course,197,,,,,Not Available
552,Veggie Burger,Warm chocolate cake with a molten chocolate center,12.35,Appetizer,209,,,,,Available
553,Chocolate Lava Cake,"Romaine lettuce with Caesar dressing, croutons, and parmesan",13.13,Appetizer,460,Vanilla Ice Cream,2.58,Almond Milk,2.51,Not Available
554,Margherita Pizza,"Romaine lettuce with Caesar dressing, croutons, and parmesan",17.56,Dessert,481,Chicken Strips,1.71,Vanilla Ice Cream,1.94,Not Available
555,Margherita Pizza,Creamy matcha tea blend with milk and ice,12.71,Main Course,294,Vanilla Ice Cream,0.55,,,Not Available
556,Margherita Pizza,A hearty burger with a plant-based patty and fresh toppings,12.9,Dessert,779,,,,,Available
557,Margherita Pizza,A hearty burger with a plant-based patty and fresh toppings,18.06,Appetizer,537,,,Vanilla Ice Cream,2.29,Not Available
558,Chocolate Lava Cake,"Romaine lettuce with Caesar dressing, croutons, and parmesan",19.58,Appetizer,584,Chicken Strips,0.67,Avocado,2.9,Available
559,Caesar Salad,Warm chocolate cake with a molten chocolate center,5.84,Dessert,249,,,Avocado,1.04,Available
560,Chocolate Lava Cake,A hearty burger with a plant-based patty and fresh toppings,6.11,Main Course,685,Vanilla Ice Cream,0.83,,,Available
561,Iced Matcha Latte,A hearty burger with a plant-based patty and fresh toppings,6.87,Beverage,499,Avocado,0.62,Avocado,1.99,Not Available
562,Veggie Burger,Warm chocolate cake with a molten chocolate center,13.63,Appetizer,241,Almond Milk,0.68,,,Not Available
563,Chocolate Lava Cake,A hearty burger with a plant-based patty and fresh toppings,12.07,Beverage,445,,,Chicken Strips,1.56,Available
564,Caesar Salad,"Romaine lettuce with Caesar dressing, croutons, and parmesan",13.1,Appetizer,517,,,Extra Cheese,1.14,Not Available
565,Margherita Pizza,Warm chocolate cake with a molten chocolate center,15.68,Appetizer,747,Extra Cheese,1.77,Vanilla Ice Cream,1.61,Available
566,Veggie Burger,A hearty burger with a plant-based patty and fresh toppings,11.47,Appetizer,363,,,,,Not Available
567,Caesar Salad,"Classic pizza with fresh mozzarella, tomatoes, and basil",9.47,Main Course,583,,,,,Not Available
568,Veggie Burger,"Classic pizza with fresh mozzarella, tomatoes, and basil",12.71,Appetizer,537,,,Almond Milk,0.73,Available
569,Chocolate Lava Cake,Warm chocolate cake with a molten chocolate center,13.33,Main Course,200,Almond Milk,2.34,,,Not Available
570,Veggie Burger,A hearty burger with a plant-based patty and fresh toppings,18.39,Main Course,747,,,,,Available
571,Caesar Salad,A hearty burger with a plant-based patty and fresh toppings,15.71,Beverage,531,,,,,Available
572,Caesar Salad,Creamy matcha tea blend with milk and ice,14.01,Appetizer,779,Avocado,0.59,Almond Milk,2.23,Available
573,Chocolate Lava Cake,A hearty burger with a plant-based patty and fresh toppings,19.94,Beverage,539,Almond Milk,0.95,,,Available
574,Iced Matcha Latte,"Romaine lettuce with Caesar dressing, croutons, and parmesan",19.91,Main Course,678,,,Avocado,1.73,Not Available
575,Veggie Burger,Creamy matcha tea blend with milk and ice,13.36,Main Course,189,,,Vanilla Ice Cream,2.69,Not Available
576,Iced Matcha Latte,Creamy matcha tea blend with milk and ice,13.8,Main Course,402,Almond Milk,0.59,Almond Milk,1.9,Available
577,Veggie Burger,Warm chocolate cake with a molten chocolate center,12.11,Dessert,455,,,Chicken Strips,1.17,Available
578,Veggie Burger,Creamy matcha tea blend with milk and ice,14.04,Beverage,623,Extra Cheese,1.27,Chicken Strips,1.06,Not Available
579,Margherita Pizza,"Classic pizza with fresh mozzarella, tomatoes, and basil",17.66,Appetizer,748,Vanilla Ice Cream,0.81,Almond Milk,2.49,Available
580,Veggie Burger,Creamy matcha tea blend with milk and ice,14.99,Appetizer,448,Chicken Strips,2.44,Almond Milk,2.84,Not Available
581,Margherita Pizza,Creamy matcha tea blend with milk and ice,9.76,Dessert,800,Vanilla Ice Cream,1.13,Almond Milk,1.68,Available
582,Caesar Salad,Warm chocolate cake with a molten chocolate center,14.52,Main Course,580,Extra Cheese,0.91,,,Not Available
583,Chocolate Lava Cake,Warm chocolate cake with a molten chocolate center,10.11,Dessert,412,Almond Milk,1.76,,,Not Available
584,Veggie Burger,A hearty burger with a plant-based patty and fresh toppings,18.95,Main Course,793,Avocado,2.1,,,Not Available
585,Veggie Burger,"Classic pizza with fresh mozzarella, tomatoes, and basil",11.09,Main Course,736,Avocado,1.07,,,Available
586,Chocolate Lava Cake,Warm chocolate cake with a molten chocolate center,17.35,Main Course,441,Avocado,0.86,Extra Cheese,0.88,Not Available
587,Iced Matcha Latte,Warm chocolate cake with a molten chocolate center,9.78,Appetizer,726,,,Avocado,1.88,Available
588,Margherita Pizza,Warm chocolate cake with a molten chocolate center,18.08,Main Course,248,Extra Cheese,0.83,,,Available
589,Veggie Burger,Warm chocolate cake with a molten chocolate center,14.41,Main Course,546,Chicken Strips,2.24,Chicken Strips,1.64,Available
590,Margherita Pizza,"Classic pizza with fresh mozzarella, tomatoes, and basil",14.33,Beverage,339,Avocado,1.78,Almond Milk,1.08,Not Available
591,Margherita Pizza,Warm chocolate cake with a molten chocolate center,10.88,Appetizer,152,,,Chicken Strips,1.26,Available
592,Margherita Pizza,"Classic pizza with fresh mozzarella, tomatoes, and basil",8.22,Main Course,492,,,,,Not Available
593,Margherita Pizza,Warm chocolate cake with a molten chocolate center,11.11,Main Course,492,,,,,Available
594,Caesar Salad,Warm chocolate cake with a molten chocolate center,19.64,Main Course,762,,,,,Available
595,Margherita Pizza,Warm chocolate cake with a molten chocolate center,14.22,Appetizer,471,,,Avocado,0.89,Available
596,Veggie Burger,Creamy matcha tea blend with milk and ice,18.77,Dessert,603,Extra Cheese,1.22,Vanilla Ice Cream,1.4,Available
597,Margherita Pizza,"Romaine lettuce with Caesar dressing, croutons, and parmesan",16.33,Main Course,416,Extra Cheese,1.79,Almond Milk,1.45,Not Available
598,Chocolate Lava Cake,A hearty burger with a plant-based patty and fresh toppings,12.46,Main Course,171,Almond Milk,1.74,,,Not Available
599,Margherita Pizza,A hearty burger with a plant-based patty and fresh toppings,16.41,Beverage,450,,,,,Available
600,Chocolate Lava Cake,Warm chocolate cake with a molten chocolate center,18.84,Appetizer,107,,,Vanilla Ice Cream,2.06,Not Available
601,Chocolate Lava Cake,"Classic pizza with fresh mozzarella, tomatoes, and basil",17.69,Main Course,611,,,,,Available
602,Iced Matcha Latte,"Classic pizza with fresh mozzarella, tomatoes, and basil",17.15,Appetizer,699,,,Vanilla Ice Cream,1.5,Available
603,Iced Matcha Latte,Warm chocolate cake with a molten chocolate center,15.5,Main Course,479,Almond Milk,2.57,Vanilla Ice Cream,2.48,Not Available
604,Iced Matcha Latte,Creamy matcha tea blend with milk and ice,13.39,Beverage,235,Chicken Strips,2.43,Extra Cheese,2.34,Available
605,Chocolate Lava Cake,Warm chocolate cake with a molten chocolate center,15.62,Appetizer,129,,,,,Not Available
606,Iced Matcha Latte,Creamy matcha tea blend with milk and ice,8.76,Dessert,608,,,Vanilla Ice Cream,1.66,Available
607,Veggie Burger,Warm chocolate cake with a molten chocolate center,7.93,Dessert,207,Avocado,2.14,Almond Milk,0.68,Not Available
608,Margherita Pizza,A hearty burger with a plant-based patty and fresh toppings,11.98,Dessert,669,Vanilla Ice Cream,2.46,Extra Cheese,2.0,Not Available
609,Caesar Salad,Creamy matcha tea blend with milk and ice,15.4,Main Course,276,,,,,Available
610,Veggie Burger,A hearty burger with a plant-based patty and fresh toppings,12.7,Dessert,609,Extra Cheese,1.28,Extra Cheese,1.35,Not Available
611,Veggie Burger,"Romaine lettuce with Caesar dressing, croutons, and parmesan",6.44,Appetizer,211,Almond Milk,2.08,,,Not Available
612,Chocolate Lava Cake,Warm chocolate cake with a molten chocolate center,17.2,Dessert,389,,,,,Available
613,Margherita Pizza,A hearty burger with a plant-based patty and fresh toppings,8.2,Main Course,529,Extra Cheese,2.95,,,Available
614,Margherita Pizza,A hearty burger with a plant-based patty and fresh toppings,18.99,Main Course,427,,,Chicken Strips,2.34,Available
615,Margherita Pizza,Warm chocolate cake with a molten chocolate center,16.82,Main Course,385,,,Vanilla Ice Cream,0.97,Available
616,Iced Matcha Latte,"Classic pizza with fresh mozzarella, tomatoes, and basil",15.45,Appetizer,724,Vanilla Ice Cream,2.29,Avocado,2.87,Available
617,Iced Matcha Latte,Creamy matcha tea blend with milk and ice,17.36,Beverage,111,,,Chicken Strips,2.59,Available
618,Iced Matcha Latte,"Romaine lettuce with Caesar dressing, croutons, and parmesan",18.7,Beverage,687,,,,,Available
619,Caesar Salad,A hearty burger with a plant-based patty and fresh toppings,19.51,Beverage,408,,,Vanilla Ice Cream,2.14,Not Available
620,Iced Matcha Latte,Creamy matcha tea blend with milk and ice,8.74,Dessert,335,Chicken Strips,2.77,Vanilla Ice Cream,1.93,Available
621,Veggie Burger,"Romaine lettuce with Caesar dressing, croutons, and parmesan",15.45,Dessert,309,,,,,Not Available
622,Veggie Burger,"Classic pizza with fresh mozzarella, tomatoes, and basil",8.13,Beverage,121,Avocado,1.91,Vanilla Ice Cream,1.53,Not Available
623,Veggie Burger,"Romaine lettuce with Caesar dressing, croutons, and parmesan",5.38,Dessert,514,Vanilla Ice Cream,1.44,Chicken Strips,1.66,Available
624,Caesar Salad,A hearty burger with a plant-based patty and fresh toppings,16.86,Main Course,335,,,,,Not Available
625,Margherita Pizza,A hearty burger with a plant-based patty and fresh toppings,17.09,Main Course,343,,,Chicken Strips,1.89,Available
626,Margherita Pizza,Creamy matcha tea blend with milk and ice,6.35,Appetizer,417,Extra Cheese,1.8,,,Not Available
627,Veggie Burger,Warm chocolate cake with a molten chocolate center,6.46,Beverage,158,,,,,Not Available
628,Margherita Pizza,Creamy matcha tea blend with milk and ice,8.35,Beverage,239,,,Extra Cheese,1.24,Available
629,Veggie Burger,Creamy matcha tea blend with milk and ice,16.78,Main Course,538,,,,,Available
630,Iced Matcha Latte,"Romaine lettuce with Caesar dressing, croutons, and parmesan",16.59,Main Course,173,,,,,Not Available
631,Iced Matcha Latte,"Classic pizza with fresh mozzarella, tomatoes, and basil",7.77,Main Course,286,Vanilla Ice Cream,2.34,Almond Milk,1.46,Not Available
632,Margherita Pizza,A hearty burger with a plant-based patty and fresh toppings,18.06,Main Course,643,Vanilla Ice Cream,0.85,Avocado,2.01,Not Available
633,Caesar Salad,"Classic pizza with fresh mozzarella, tomatoes, and basil",16.33,Main Course,154,,,,,Available
634,Margherita Pizza,Warm chocolate cake with a molten chocolate center,11.73,Dessert,567,Chicken Strips,1.16,,,Not Available
635,Caesar Salad,A hearty burger with a plant-based patty and fresh toppings,10.51,Main Course,187,,,Chicken Strips,2.03,Available
636,Chocolate Lava Cake,Creamy matcha tea blend with milk and ice,19.69,Dessert,655,,,,,Available
637,Margherita Pizza,"Romaine lettuce with Caesar dressing, croutons, and parmesan",7.47,Dessert,612,,,,,Available
638,Chocolate Lava Cake,Warm chocolate cake with a molten chocolate center,19.98,Beverage,577,,,Almond Milk,1.59,Available
639,Chocolate Lava Cake,"Classic pizza with fresh mozzarella, tomatoes, and basil",19.68,Beverage,120,,,,,Available
640,Veggie Burger,Creamy matcha tea blend with milk and ice,12.75,Dessert,572,,,Almond Milk,1.97,Available
641,Iced Matcha Latte,Warm chocolate cake with a molten chocolate center,18.84,Dessert,720,,,Almond Milk,2.67,Available
642,Caesar Salad,A hearty burger with a plant-based patty and fresh toppings,7.58,Dessert,715,Almond Milk,2.1,Chicken Strips,2.57,Not Available
643,Chocolate Lava Cake,A hearty burger with a plant-based patty and fresh toppings,8.8,Main Course,464,,,Extra Cheese,2.6,Available
644,Caesar Salad,Warm chocolate cake with a molten chocolate center,14.3,Appetizer,561,Chicken Strips,0.65,,,Not Available
645,Caesar Salad,"Classic pizza with fresh mozzarella, tomatoes, and basil",16.48,Appetizer,746,,,,,Available
646,Veggie Burger,"Romaine lettuce with Caesar dressing, croutons, and parmesan",14.79,Appetizer,632,Extra Cheese,2.63,Almond Milk,2.04,Available
647,Margherita Pizza,"Classic pizza with fresh mozzarella, tomatoes, and basil",16.02,Beverage,775,,,Extra Cheese,2.19,Not Available
648,Caesar Salad,Warm chocolate cake with a molten chocolate center,14.01,Dessert,269,Chicken Strips,2.68,,,Available
649,Veggie Burger,A hearty burger with a plant-based patty and fresh toppings,15.93,Main Course,513,,,,,Available
650,Veggie Burger,Warm chocolate cake with a molten chocolate center,12.28,Dessert,688,Avocado,2.47,,,Available
651,Margherita Pizza,Warm chocolate cake with a molten chocolate center,15.96,Dessert,301,Chicken Strips,1.56,Avocado,2.66,Not Available
652,Chocolate Lava Cake,"Romaine lettuce with Caesar dressing, croutons, and parmesan",19.54,Main Course,397,,,,,Not Available
653,Margherita Pizza,Warm chocolate cake with a molten chocolate center,8.83,Appetizer,192,,,,,Not Available
654,Iced Matcha Latte,A hearty burger with a plant-based patty and fresh toppings,8.25,Main Course,533,,,Chicken Strips,0.76,Available
655,Chocolate Lava Cake,Warm chocolate cake with a molten chocolate center,10.5,Main Course,324,Almond Milk,2.23,Vanilla Ice Cream,2.51,Available
656,Chocolate Lava Cake,"Romaine lettuce with Caesar dressing, croutons, and parmesan",5.32,Dessert,122,Almond Milk,1.11,Vanilla Ice Cream,1.0,Not Available
